gender,age,Mean,Mad,deviation,Median,Min,Max,interquartileR,Skewness,Q25,Q75,Kurtosis,mfcc_mean,mfcc_max,mfcc_min,fbank_mean,fbank_max,fbank_min,energy_mean,energy_max,energy_min,lfbank_mean,lfbank_max,lfbank_min,ssc_mean,ssc_max,ssc_min,meaN,deviatioN,mediaN,modE,IQR,skewnesS,q25,q75,kurtosiS,person
0,20,2.171025028935185,1548.7081348945082,2545.3625236796825,0.0,-12528.0,9681.0,1311.0,-0.9759338585329711,-301.0,1010.0,3.260844976540174,2.4809792024702673,61.224566702277315,-54.73506535156307,404749.5404790861,49461521.66093633,2.220446049250313e-16,10565141.913657881,120866221.50190507,2.220446049250313e-16,8.61949049685612,17.716705585070272,-36.04365338911715,5769.385504439529,21293.06456101116,94.74609374999999,37.11461281460177,60.513546454663086,10.850694444444445,2.1882233796296298,33.004195601851855,16.43964463408264,4.503038194444445,37.5072337962963,391.56548731463215,Uonlos
0,20,-8.930302372685185,2086.56113459871,2883.984965568259,224.5,-12482.0,9681.0,2857.0,-0.8322815625303793,-1070.0,1787.0,1.389079821727321,3.3149779799081256,67.36357821310845,-62.32556419577802,609932.356325227,43857021.51991267,11.858691219494848,15919464.90348309,112630152.00754866,217989.47775722665,10.64190403396369,17.59644538984539,2.473061034992509,5765.74808832212,21458.380046597853,94.74609374999999,41.10173600406736,61.424346932312055,12.876157407407408,2.1882233796296298,44.81336805555556,21.901035148323743,5.714699074074074,50.52806712962963,716.4381890593726,Uonlos
0,20,-2.542697482638889,1734.978589242378,2416.0703073410787,191.0,-11067.0,8932.0,2335.25,-0.8741359894019838,-851.25,1484.0,1.5688624629541663,4.273315374525259,57.598890758066354,-59.698321778420365,319143.0557003115,29948614.050437104,7.5894336390104185,8339903.328862618,78507028.55114414,201670.95283222655,10.0944915333277,17.214993606010488,2.0267569692571588,5767.043956697408,21279.98909955345,94.74609374999999,34.60861877253008,60.44060940443972,11.067708333333334,2.0073784722222223,40.96137152777778,18.305063227205046,4.3764467592592595,45.33781828703704,485.4785638473572,Uonlos
0,20,-1.4087999131944444,1413.0937911394694,2077.965403647367,79.0,-9742.0,8932.0,1676.0,-0.7513661992523479,-598.0,1078.0,2.225067462268251,3.089197537346046,51.31176478186799,-55.184450294683636,347663.5327219062,36953204.85008486,7.417339987770502,9059318.096396415,74935570.95391035,180470.72514082032,9.986936719677198,17.425162936376264,2.0038205006913756,5767.104874544687,21216.58886474949,94.74609374999999,38.76062265621795,57.60932756473285,12.351707175925926,2.0073784722222223,45.3197337962963,18.449583306352146,5.316840277777778,50.636574074074076,566.3584637597313,Uonlos
0,20,6.344672309027778,1155.0297565165863,1760.085018928465,89.0,-8325.0,7271.0,1270.0,-0.8194699324018069,-480.0,790.0,3.0197610950227642,1.9965589729995636,58.755160267309506,-66.11076800532146,318957.22445414437,40591922.42595296,5.319462911442027,8320859.595998231,68993865.15385957,208508.14600722655,9.88394537857507,17.519079649751994,1.6713723417612434,5765.387532669752,21356.507346026487,94.74609374999999,41.87073785248456,62.702023040570495,12.659143518518519,2.170138888888889,48.611111111111114,13.106283197235918,5.280671296296297,53.89178240740741,255.44986452787955,Uonlos
0,20,8.155436197916666,1244.2109254789943,1817.803270273058,106.0,-8223.0,7053.0,1491.0,-0.7959853116137466,-539.0,952.0,1.9466375103657856,3.1475010166972726,65.40553108774145,-50.854878473671704,242431.65333869285,36061997.37822563,7.1068558028463285,6323138.445900525,106987371.9859828,161262.10064160154,9.71193382381981,17.400750164616593,1.9610599241843483,5765.28473994662,21258.241449614176,94.74609374999999,43.63584440801439,70.97129108586789,10.72410300925926,2.0073784722222223,49.28023726851852,15.244626881558577,4.123263888888889,53.40350115740741,324.6207421001095,Uonlos
0,20,-19.43185763888889,1349.4369968210228,1974.5700730405367,52.0,-9358.0,8221.0,1642.0,-0.5039147630234787,-684.0,958.0,1.840541364051536,2.051900658438145,64.18228320172894,-64.95686106775123,310719.9585602483,42546960.268301316,1.0254850515974383,8099124.9070233125,115157121.27241659,131537.26163789062,9.74444470109873,17.56611897137892,0.025165721727263706,5763.636878173777,21282.39180990433,94.74609374999999,43.84702530358969,66.61469855970054,10.814525462962964,1.9169560185185186,50.34722222222223,15.747562608163786,4.503038194444445,54.85026041666667,333.74073425417663,Uonlos
0,20,-10.042317708333334,1011.7599043198572,1682.5510877394956,5.0,-9358.0,8221.0,808.0,-0.49212702278279824,-308.0,500.0,4.01900137948909,2.2755886105223544,64.3259186136999,-61.2148088409401,205922.8206548281,27088940.05566703,1.5294720113391134,5366213.084744324,67741373.42968789,91013.49867128907,8.910954807428224,17.11463608652087,0.42492258521884063,5764.4166814804885,21266.111563025028,94.74609374999999,41.657685673799236,61.885972011526825,10.778356481481481,3.7615740740740744,45.9888599537037,16.59498357066586,5.37109375,51.3599537037037,369.5510738628436,Uonlos
0,20,11.033257378472221,291.8481713734536,675.2842779064952,10.0,-4451.0,3978.0,138.0,-0.6998142048947438,-63.0,75.0,12.527930066569684,1.484925779162378,49.94885994043157,-51.49727229914357,80686.97835395877,30495865.222220995,0.006338518481247125,2104655.4714828776,69487273.00147599,48568.83032695313,6.973822429479267,17.233101665903117,-5.0611102158767,5760.239602529628,21326.24622280006,94.74609374999999,71.02244199308215,90.6007241203504,18.59085648148148,3.7615740740740744,92.01388888888889,20.102330612785735,3.689236111111111,95.703125,493.4858833610204,Uonlos
0,20,20.007667824074073,49.38482576011794,60.17357080878943,21.0,-158.0,275.0,89.0,0.09807337953166843,-26.0,63.0,-0.419454732459263,-0.3269713628917765,36.65614236553097,-43.78889384670601,3148.4259320215074,35960.04045880679,0.2205436891657656,83267.53223612598,130113.89146445313,38975.848687890626,6.083651951674137,10.490163613690786,-1.5116594669155476,5760.636533952164,21320.037599127256,94.74609374999999,120.75205830245726,109.2651730949637,95.1244212962963,0.03616898148148148,198.13368055555557,38.60046699281844,15.299479166666668,213.43315972222223,2023.0276507023798,Uonlos
0,20,-5.834543264032622,1974.1717674114686,3697.1426312706803,1.0,-20885.0,15032.0,602.0,-0.9179995796744125,-67.0,535.0,4.46877434350796,-0.3462881069719877,58.4655398034112,-57.499473807080626,619608.4381074404,57988664.336566135,2.220446049250313e-16,16303926.796681615,192810582.60444787,2.220446049250313e-16,7.272341702754927,17.875758106936328,-36.04365338911715,5781.337227699968,21419.17055610111,94.74609374999999,35.26965039439922,68.41151103893358,8.587933644311265,2.981063297395817,15.306910506317383,11.02494548256694,5.019925241728708,20.32683574804609,158.92658642715497,Vwiibixp
0,20,6.481665688424824,2526.88850920712,4103.373232571833,21.0,-18429.0,12437.0,2236.0,-0.8424887361878496,-708.0,1528.0,2.699345379550167,1.7810590281955903,59.90663762276311,-63.929121811089814,681427.5493573754,58780456.06430396,0.11131373307686922,17973699.281066854,224471602.21309006,206.07550566406246,9.290589391745987,17.88931997775965,-2.1954026403799647,5774.311013040166,21415.031797784424,94.74609374999999,32.075731381796395,61.645779453238305,8.402582558462822,2.919279602113002,14.905316486979087,11.279062573606613,4.432980136541966,19.338296623521053,165.4180582560215,Vwiibixp
0,20,-0.1308578666090019,2388.7207335670846,4151.18886242892,32.0,-23552.0,20227.0,1854.75,-0.6279760464156364,-605.75,1249.0,5.369572673365122,2.4794990386033504,63.886695904480604,-58.989043670037226,647668.714102774,112804611.89517754,0.10193050093917894,17112561.089293174,135309538.1661282,193.1904939453125,9.076526970352626,18.541167781787983,-2.283464061272747,5771.364769955943,21273.359601643213,94.74609374999999,28.92703944058377,58.6981140785028,8.557041796669859,2.9038336782922984,8.696055111056193,11.034680208504891,5.0817089370115225,13.777764048067715,147.0547086541268,Vwiibixp
0,20,-8.885761947422075,2350.6703441576947,3816.399347159851,139.0,-23552.0,20227.0,2249.0,-0.5949694919755056,-721.0,1528.0,6.201726956200234,2.23975256987287,58.59541253323988,-64.27980770253986,663379.9841746201,105549564.66622847,0.40011380527828533,17407880.60958527,149012900.74189237,1758.7047759765653,9.97479756807937,18.474691207818346,-0.9160062591446457,5764.786193838728,21585.047106959606,94.74609374999999,34.69592381442781,61.74388796381507,9.1439869018566,2.5176855827747056,17.979055327299122,12.227203707705975,5.267060022859967,23.24611535015909,192.01042476178412,Vwiibixp
0,20,-4.69865002625807,1846.157111359297,2814.2726000593975,47.0,-15345.0,11655.0,2057.0,-0.7705904445410767,-721.0,1336.0,2.951011817826777,2.1169723199360178,60.13994878894371,-58.08161287051185,408328.99668984086,41881700.09583494,0.3138327616811427,10773199.5705885,121777635.02417578,170.55436406249999,9.542349622878103,17.5503595375991,-1.1588950410699104,5768.699436753933,21322.382980766233,94.74609374999999,37.04505403513855,62.48507410286304,9.113095054215192,2.440455963671187,30.011429983627316,13.890709849886893,4.9890333940873,35.00046337771462,311.5556399255917,Vwiibixp
0,20,2.94271106854901,1637.7519585663779,2555.4824607854302,29.0,-15345.0,11655.0,1820.0,-0.7251035192801476,-679.0,1141.0,4.154410795654163,1.7629106182427852,65.27372654129505,-53.598955552825736,869196.8170086519,55882075.42833237,0.24828584252904232,22682791.472303353,217839467.73849535,189.6931681640625,9.80718137274374,17.838754232470997,-1.3931746056971162,5770.021313399802,21315.602863560223,94.74609374999999,59.17514467686913,84.56544169777919,9.947174940533193,2.548577430416113,89.18476414074325,11.487386744240705,5.637762194556856,94.82252633530011,187.2427145081517,Vwiibixp
0,20,-0.08163170739241914,1600.9453575258312,2242.8832134790146,233.0,-8831.0,7402.0,2019.0,-0.9428171480531315,-716.0,1303.0,1.4417268923461921,2.3163933337528064,60.241011594361986,-58.70141325264215,830303.9697908092,68600361.41100089,1.929476768700129,21652764.04527382,242629581.64280626,3168.1877414062524,10.20503197861035,18.043808361064173,0.6572488618609289,5770.613399249542,21296.241232013253,94.74609374999999,71.35930276057313,90.1838040526419,12.480306447128601,2.440455963671187,127.79957369250255,18.748897730445787,6.178369528281486,133.97794322078403,516.835313485856,Vwiibixp
